fav_number,statuses_count,followers_count,friends_count,favourites_count,listed_count,lang,label
388,211,84,402,15,0,6,0
441,3044,213,623,380,3,6,0
1623,10,16,124,0,0,6,0
732,648,53,236,11,0,6,0
98,1277,190,275,11,2,6,0
33,1533,96,168,46,0,2,0
1305,3847,183,132,2345,0,6,0
647,600,77,436,47,0,6,0
3,1683,323,261,1,3,3,0
1284,1052,171,373,32,1,6,0
38,1583,93,228,73,1,6,0
66,797,526,1449,277,4,6,0
1,62,47,43,0,0,6,0
80,6194,1062,1770,597,5,6,0
5027,6469,437,606,2913,3,6,0
1283,410,30,407,0,0,6,0
23,540,35,89,51,0,6,0
0,32223,4053,956,3025,54,6,0
240,1127,129,509,7,0,6,0
686,5235,406,495,5739,4,6,0
0,4145,3137,142,24,58,6,0
0,168,58,253,2,1,6,0
172,465,24,150,133,0,6,0
415,190,12,41,12,0,6,0
0,10619,11089,565,776,245,6,0
5763,700,36,204,9,0,6,0
2702,5299,1218,554,13,18,6,0
2857,9,67,555,2,1,6,0
1875,297,57,150,0,0,6,0
3322,1876,120,146,112,0,2,0
14240,1848,778,1999,0,3,6,0
1297,9139,1361,142,3906,10,6,0
12702,810,50,209,95,0,2,0
14,140,6,104,1,0,6,0
26,17986,2404,305,9695,35,6,0
0,288,42,148,21,3,6,0
171,5544,260,522,124,1,6,0
2317,1726,92,97,707,0,6,0
445,93,18,186,28,0,6,0
5574,479,180,785,69,0,6,0
0,315,44,138,9,0,2,0
309,1112,87,222,63,0,6,0
35415,51,33,96,1,0,6,0
17,5367,409,1159,27,25,6,0
774,116,22,49,16,0,2,0
465,684,65,281,1,0,6,0
83,55,50,192,1,0,6,0
2929,1396,50,341,5,0,6,0
0,259,65,180,151,0,6,0
0,528,822,170,5,17,6,0
960,579,21,18,2,0,6,0
1709,145,17,72,1,0,7,0
6475,2269,699,454,50,1,6,0
87,5745,641,1221,95,5,6,0
2511,16,31,207,1,0,6,0
228,3839,459,486,252,0,6,0
14763,178,70,176,20,1,6,0
137,1022,227,271,755,1,6,0
6442,2698,136,222,159,0,6,0
3978,4170,1780,1697,483,24,6,0
14378,438,23,106,3,0,6,0
0,249,898,1908,9,1,6,0
9505,3653,84,118,23,0,6,0
0,12834,678,337,1903,12,6,0
0,20370,5470,2385,145,52,6,0
0,5707,281,259,2535,1,6,0
35,2571,228,513,126,2,6,0
15846,19172,4573,831,4845,77,6,0
758,4279,132,892,6,2,6,0
199,1371,32,143,21,0,6,0
983,1706,134,257,0,2,2,0
51,11092,591,723,1318,4,6,0
9205,571,859,280,28,11,6,0
147,80,39,63,5,0,2,0
329,1189,88,87,48,1,6,0
826,787,63,161,43,1,2,0
176,446,111,528,15,0,6,0
10,704,129,380,12,0,2,0
11027,1874,69,57,306,1,6,0
15,3144,93,239,461,1,6,0
1664,22,78,103,9,1,6,0
474,497,56,242,44,0,6,0
0,887,280,502,13,1,6,0
43,266,21,50,32,0,6,0
159,650,95,139,2,0,6,0
1,763,162,266,20,4,6,0
0,1958,142,203,1247,3,6,0
302,2994,44,169,78,1,6,0
921,11114,737,1968,437,2,6,0
4587,649,68,178,60,1,6,0
722,966,69,318,3,0,2,0
7268,1178,173,114,2,16,2,0
5517,238,45,99,39,0,6,0
0,777,87,305,0,2,6,0
2475,16343,1503,1998,2793,38,6,0
18437,3088,221,561,723,0,6,0
222,457,70,92,26,0,6,0
952,573,46,109,9,0,6,0
1437,1350,64,427,767,0,2,0
34,463,56,217,4,0,6,0
1132,4840,290,343,58,2,2,0
3203,6812,163,445,253,2,6,0
602,506,20,22,6,0,6,0
1180,44,32,55,2,2,6,0
16215,1149,45,85,19,0,6,0
0,4140,205,770,10,1,6,0
34,613,46,105,46,0,6,0
4068,6340,298,419,5,15,2,0
18,1086,141,249,1015,3,6,0
31,6212,369,198,103,5,6,0
2542,85,12,28,0,0,6,0
5,6752,177,205,97,0,6,0
8671,2768,5331,285,699,45,6,0
85,326,444,620,1524,1,6,0
1,44,4,12,1,1,6,0
518,262,71,110,5,0,6,0
430,640,77,227,13,1,6,0
1669,2846,289,201,61,9,6,0
90747,325,175,149,2,4,6,0
0,188,204,610,3,0,6,0
8006,576,209,480,235,0,6,0
5624,2053,597,1994,19,4,6,0
530,522,319,793,10,11,2,0
329,32109,1617,1993,6836,4,6,0
2,1780,62,346,274,1,6,0
22402,744,118,204,9,5,2,0
2,3701,501,528,1348,2,6,0
3,559,108,571,263,0,6,0
14877,319,40,53,1,0,6,0
20267,708,93,308,11,0,6,0
15,873,122,427,33,2,6,0
0,1130,88,111,97,4,2,0
15010,764,99,226,22,0,6,0
293,152,3,18,0,0,6,0
17066,6213,245,153,0,11,6,0
8415,106,3,10,0,0,6,0
175,8966,504,570,484,4,6,0
1574,4707,1772,1771,23,8,6,0
12,1006,85,121,19,1,2,0
5758,211,76,171,2,0,2,0
13588,18810,685,688,12,29,2,0
3399,3694,393,1047,6,8,2,0
615,1128,396,1158,8,1,6,0
0,10320,1031,1109,1611,4,6,0
2335,178,48,157,6,0,6,0
321,27096,1057,280,33,13,2,0
329,2161,150,137,266,1,6,0
271,10677,2436,1978,1204,10,6,0
264,574,40,147,66,1,6,0
1025,127,79,381,18,0,6,0
228,292,57,110,5,0,2,0
3410,323,67,319,0,1,6,0
0,31,9,22,1,0,6,0
109,31546,151,301,294,2,6,0
5417,237,50,108,234,0,6,0
67,165,132,50,26,0,6,0
4713,746,61,203,9,0,6,0
26,2074,94,361,216,0,2,0
4409,63,27,270,3,0,6,0
0,18470,444,329,5848,8,6,0
2676,1549,92,469,399,0,6,0
3281,680,73,222,128,0,6,0
12,1781,55,256,911,0,6,0
68072,2065,473,1391,588,0,6,0
1,982,75,290,89,0,6,0
19659,117,53,56,1,2,2,0
69,6175,362,318,181,11,2,0
32,380,19,30,0,0,6,0
63,334,21,368,3,0,6,0
18,1336,152,193,355,0,6,0
2548,3110,128,178,63,2,6,0
904,1167,177,323,12,1,6,0
7,1349,161,546,1609,5,6,0
1,3742,505,571,100,3,6,0
32137,376,86,161,0,1,6,0
936,22,14,27,0,0,6,0
0,106,74,334,0,0,6,0
7,2423,842,38,0,49,2,0
3564,674,79,222,27,0,6,0
1,373,83,211,0,2,6,0
6559,1566,110,295,71,1,2,0
0,2069,188,725,1095,0,6,0
3,2765,2698,261,56,159,2,0
38,74,20,37,0,0,6,0
4597,819,83,189,40,1,6,0
99311,561,423,391,302,2,6,0
22281,53,8,91,37,0,6,0
718,16955,3286,2743,2,87,6,0
11500,1601,298,399,876,5,6,0
1509,1066,188,227,0,2,6,0
0,1583,46,98,3756,2,6,0
0,2146,76,156,39,1,6,0
764,442,79,259,0,3,2,0
21806,250,17,242,0,0,2,0
0,133,32,71,10,0,6,0
22,2317,378,380,100,0,6,0
7,151,10,32,23,0,6,0
53,4444,874,797,1,1,6,0
1269,107,41,237,1,0,6,0
748,7,11,49,0,0,6,0
656,20023,1812,1846,3807,2,6,0
9465,146,47,315,1,0,6,0
1446,1293,299,435,66,2,6,0
141,22,51,177,0,0,6,0
2751,2697,282,525,16,6,6,0
6939,66,2,35,0,0,6,0
279,8890,189,283,176,2,2,0
89,1058,94,257,18,2,6,0
6,512,99,163,25,0,6,0
5191,78,8,72,2,0,6,0
5482,6554,411,560,637,10,6,0
366,585,92,110,4,0,6,0
26199,143,75,86,50,1,6,0
2405,419,150,341,135,0,6,0
1375,4557,423,757,43,2,6,0
15775,108,104,81,31,1,6,0
3,467,95,299,326,1,6,0
0,402,30,58,95,0,6,0
4941,13159,501,697,79,11,6,0
1786,4837,222,338,5,0,6,0
614,532,212,242,0,0,6,0
1340,611,172,362,140,4,6,0
94,154,17,96,1,0,6,0
1542,3329,232,182,261,3,2,0
657,1361,149,463,289,2,6,0
232,1479,13,25,47,0,6,0
16031,49,208,124,14,2,6,0
5247,36911,202,133,268,8,2,0
23,122,62,93,1,1,2,0
452,768,68,143,60,0,6,0
0,26713,1390,1177,914,68,2,0
0,922,174,383,67,0,6,0
52,707,27,59,1,1,6,0
5,882,44,168,30,0,6,0
389,247,314,278,94,1,6,0
7,259,50,76,43,0,6,0
0,1049,50,304,8,0,6,0
27,2036,123,189,2332,1,6,0
404,235,78,152,55,0,6,0
7463,475,17,17,116,0,6,0
163,85,6,80,42,0,6,0
12785,2349,76,377,8,0,6,0
747,137,13,48,4,0,6,0
2345,14835,373,874,451,1,6,0
338,2735,88,70,1681,0,6,0
245,3053,155,285,390,0,6,0
28,942,126,602,71,2,6,0
860,4385,751,1474,784,4,6,0
104,106,230,174,49,0,6,0
6739,10272,333,349,13,5,6,0
197,456,23,55,0,0,6,0
0,2171,189,313,148,0,6,0
133,3284,375,1039,1,8,2,0
6245,431,29,195,12,0,2,0
0,12046,208,267,1356,0,6,0
1632,1063,88,228,35,1,2,0
5868,360,14,38,4,0,6,0
7985,2818,101,229,557,0,6,0
16,96,23,60,1,0,6,0
1081,1073,87,117,292,1,6,0
197,419,21,116,22,0,6,0
16994,1173,670,1340,63,1,6,0
1310,1346,174,69,3,10,6,0
0,8173,231,433,413,3,6,0
1886,433,39,72,2,2,6,0
1289,958,277,403,10,1,6,0
102,444,108,497,4,0,6,0
2559,2782,66,358,37,0,6,0
0,446,84,418,4,1,6,0
3787,1074,31,89,58,0,6,0
392,4,0,4,3,0,6,0
1514,2460,358,1504,10,3,6,0
2082,6652,383,1828,235,1,6,0
3307,2226,308,816,18,1,6,0
7,436,41,232,22,2,6,0
281,4235,111,163,47,2,6,0
89,18528,852,1409,88,9,6,0
43,393,53,356,31,0,6,0
0,9950,658,701,18,11,6,0
3955,1181,80,279,0,1,6,0
16292,20686,1859,1856,1697,1,6,0
7570,134,34,97,21,0,6,0
7763,16961,358,265,2626,1,6,0
4,5237,245,241,115,4,2,0
0,1552,144,302,1227,0,6,0
29,4904,734,808,29,0,6,0
590,6662,141,222,134,1,6,0
3662,1187,44,136,19,1,6,0
11808,2130,124,643,43,0,6,0
17518,17158,895,1012,157,11,6,0
0,572,133,209,37,0,6,0
109,360,190,620,12,0,6,0
224,1049,67,162,18,2,6,0
1,521,170,455,2,0,6,0
0,15324,301,2001,15749,1,6,0
179,145,37,206,50,0,6,0
552,2242,552,1446,13,8,2,0
966,439,49,91,64,0,6,0
255,59,13,59,0,0,6,0
691,241,35,130,5,0,6,0
17798,740,64,318,6,4,6,0
37318,2016,62,64,13,0,6,0
2185,13035,799,728,7127,5,6,0
21441,298,37,96,714,1,6,0
111,9971,1271,619,10146,15,6,0
1955,462,92,627,128,0,6,0
12448,646,137,390,13,1,6,0
155,1200,4878,5335,2899,13,6,0
2649,333,21,45,72,0,3,0
1143,429,21,118,8,0,6,0
1884,110,56,245,0,0,6,0
1866,1693,52,154,34,0,6,0
26007,6634,326,423,136,1,6,0
5248,1634,38,101,34,0,6,0
0,288,11,68,9,0,6,0
3,351,28,76,3,1,6,0
0,899,77,344,0,0,6,0
0,660,126,407,0,0,2,0
24,83,34,133,5,0,6,0
124,629,105,357,5,0,6,0
13642,39107,2925,2744,9395,20,6,0
0,140,198,171,12,3,6,0
1,1828,129,340,15,0,6,0
432,2370,114,226,388,1,6,0
598,992,199,297,81,1,6,0
0,117,20,92,2,0,6,0
0,3693,172,370,105,0,6,0
3191,30010,478,261,659,13,2,0
160,770,81,181,89,2,6,0
453,1579,256,457,2046,1,6,0
49,823,43,109,5,1,6,0
2022,371,48,153,0,1,6,0
1041,35,12,67,2,0,6,0
7215,101,139,962,41,0,6,0
293,1359,1084,410,11,19,6,0
2,206,42,105,35,0,6,0
22197,4,33,523,0,0,6,0
61,1012,92,220,12,1,6,0
1013,162,76,179,58,0,6,0
14085,1132,131,193,4,1,6,0
492,281,64,157,25,2,6,0
580,220,26,58,9,0,6,0
16070,438,35,316,2,0,6,0
725,5999,258,770,14,2,6,0
4999,331,1306,1281,46,4,6,0
0,1549,354,214,1,3,6,0
12200,812,113,578,8,0,6,0
4809,2775,211,388,178,7,6,0
1,986,43,101,13,1,6,0
208,473,3951,4120,500,12,6,0
5,9437,689,891,199,37,6,0
5122,552,80,290,11,1,6,0
913,565,35,139,2,0,6,0
281,1028,44,81,19,3,6,0
591,849,90,135,2,0,6,0
368,271,21,63,8,1,6,0
489,1923,1798,1876,37,5,6,0
29,895,129,396,222,0,6,0
58,367,40,202,0,0,6,0
0,29,6,48,0,0,6,0
3908,998,328,1435,58,0,6,0
4558,8713,563,774,6688,11,6,0
375,10378,286,538,321,3,6,0
547,1823,118,275,42,5,6,0
0,147,21,90,0,0,6,0
37731,59,21,19,13,0,6,0
770,4112,1113,1304,5155,2,6,0
2536,977,70,202,138,1,6,0
0,83,58,207,20,0,6,0
314,49,166,417,6,3,2,0
23,567,77,171,6,0,6,0
1762,16935,2242,918,44,124,2,0
15,1387,55,129,56,1,6,0
3293,2388,122,342,83,1,6,0
0,3061,86,95,6,0,6,0
2442,228,23,85,258,0,6,0
937,3103,119,280,89,0,6,0
3674,185,101,133,22,1,6,0
9836,148,71,165,1,0,6,0
1130,25661,1245,1242,12720,23,6,0
94,360,81,182,78,0,6,0
2643,922,87,302,26,1,6,0
125,6631,292,611,66,3,6,0
0,7534,1132,1096,6,52,2,0
0,2941,1230,1428,40,54,6,0
24,2481,165,175,762,8,6,0
2599,831,75,217,519,0,6,0
748,350,86,131,116,3,2,0
12470,996,67,81,45,1,6,0
18437,606,79,364,12,1,6,0
12,1080,79,360,10,0,6,0
902,621,54,109,94,0,6,0
542,5035,153,221,55,4,6,0
6,19775,1781,1275,3785,10,6,0
644,986,77,306,393,0,6,0
8671,635,28,77,46,0,6,0
0,45,15,84,0,0,6,0
81298,2179,481,745,287,3,6,0
2357,292,90,176,62,1,6,0
4,36,17,49,0,0,6,0
1363,8694,349,507,15,1,6,0
315,25575,1672,802,2329,52,6,0
39,136,42,210,127,0,6,0
0,1587,312,1200,2,1,6,0
50,199,32,29,2,1,6,0
1725,48,12,66,1,0,6,0
7114,197,45,89,18,16,6,0
2559,2488,98,148,145,2,6,0
778,537,117,552,4,1,2,0
0,35,5,87,5,0,6,0
93,1148,141,599,20,2,6,0
469,109,60,168,12,0,6,0
38242,296,41,105,5,0,6,0
800,2035,209,168,216,2,2,0
0,2642,207,868,39,4,6,0
6182,511,82,228,91,2,6,0
41,877,99,715,15,0,6,0
104,3551,87,174,7,2,2,0
186,9372,179,723,87,0,6,0
675,363,35,236,11,0,6,0
9797,23,6,30,4,0,6,0
160,4712,469,1988,98,5,2,0
11344,5385,308,310,97,6,1,0
0,1223,70,161,0,0,6,0
1825,10962,23368,958,590,715,2,0
2354,166,100,138,1,0,6,0
1742,2236,133,272,953,0,6,0
625,665,76,274,907,1,6,0
55,2541,143,276,231,3,6,0
3048,67,15,76,0,0,6,0
47,9,6,33,0,0,6,0
155,1291,310,341,15,0,2,0
2962,24,2,50,0,0,6,0
45005,69,37,66,31,0,6,0
670,657,55,90,1,1,6,0
261,3907,315,460,31,5,6,0
24702,2227,158,628,331,0,6,0
394,380,65,186,1,0,6,0
1196,6351,98,75,127,4,6,0
13185,642,68,122,190,0,6,0
100,2417,111,21,0,0,6,0
6849,34,24,63,4,0,6,0
171,6514,1289,885,443,14,6,0
0,6151,104,190,28,2,6,0
1,3177,94,242,7,1,6,0
85,1075,75,160,163,0,6,0
431,186,111,198,0,0,6,0
2378,320,29,31,0,0,6,0
1356,9147,100,162,369,4,6,0
16725,1535,56,158,96,1,6,0
0,1065,18,34,198,0,6,0
2944,109,274,253,2,13,6,0
1,41,42,79,1,0,6,0
0,1325,107,98,263,0,6,0
694,1447,252,667,2,2,6,0
52335,118,15,71,1,0,6,0
927,389,164,522,169,0,6,0
53,2391,332,351,27,0,6,0
53563,13774,254,192,520,5,6,0
0,23682,419,722,17995,4,6,0
17010,19,7,31,42,0,6,0
2974,34098,13890,12773,85,486,2,0
189,210,27,64,0,0,6,0
0,4067,777,1995,347,22,2,0
209,3139,237,487,32,7,6,0
179,26,8,23,1,0,6,0
0,2630,44,133,16,1,6,0
1016,1073,89,237,53,1,6,0
7254,2711,160,292,1128,0,6,0
63,33,20,95,0,0,6,0
3508,409,24,65,167,0,6,0
1773,364,74,182,4,1,6,0
1421,1166,354,279,40,2,6,0
1122,1585,963,561,1823,0,6,0
128,98,22,119,2,0,6,0
24,47918,3074,1686,434,42,6,0
4,343,76,171,290,0,6,0
359,254,33,173,53,0,6,0
2035,21069,2221,1636,944,26,6,0
3847,1121,120,155,6,0,6,0
68,3131,506,381,9,40,2,0
3,1781,105,427,234,0,2,0
2628,1613,836,1996,10,22,6,0
449,12197,415,382,116,21,2,0
299,27,152,128,0,0,6,0
1159,121,175,1187,16,0,6,0
72,19396,915,638,234,11,6,0
0,4759,151,237,4,2,6,0
15192,440,58,256,1,1,6,0
51,794,105,480,0,1,6,0
1182,6897,766,776,4131,3,6,0
3328,764,120,269,94,2,6,0
454,16,9,40,0,0,6,0
8667,967,78,142,130,0,6,0
7363,84,9,93,0,0,6,0
16,639,136,471,12,1,6,0
11,231,102,203,1,1,6,0
3864,7,4,29,0,0,6,0
2859,4900,171,371,272,0,6,0
488,2659,1470,162,69,6,6,0
0,399,21,80,1,0,6,0
12305,862,237,237,41,4,6,0
3319,243,117,106,26,0,6,0
24653,171,50,266,100,0,6,0
2759,392,54,72,3,1,6,0
165,17,0,35,0,0,6,0
4478,294,179,284,5,0,6,0
164,14170,1402,1042,2863,33,6,0
0,18427,797,925,2431,10,6,0
305,3411,112,121,628,0,6,0
327,1029,207,414,0,3,6,0
201,18,26,99,0,0,6,0
242,842,77,200,3,0,6,0
8267,726,237,816,144,1,6,0
21,789,32,68,58,0,6,0
44199,1127,93,172,42,1,6,0
2212,2177,88,281,437,1,6,0
169,1464,269,992,769,0,6,0
0,2692,591,899,43,5,6,0
21,1568,705,1249,489,1,6,0
4374,335,33,134,50,0,6,0
9,4625,121,256,129,1,3,0
227,518,148,488,17,0,6,0
0,350,46,115,240,1,6,0
0,97,58,322,70,0,6,0
2865,1019,143,213,160,0,6,0
1,24,4,588,16,0,2,1
898,656,57,693,597,0,2,1
4507,1234,15,104,1150,0,2,1
0,573,14,227,530,0,2,1
2321,675,18,519,653,0,2,1
5033,1333,73,1998,1262,1,2,1
14,99,26,1548,80,0,3,1
203,553,63,1930,497,0,2,1
13,1576,8,501,1402,1,2,1
136443,1378,48,1998,1108,0,2,1
69395,1444,35,390,1283,0,2,1
1316,1351,7,328,1273,1,2,1
1320,43,17,641,0,0,2,1
24,50,20,630,0,0,2,1
1170,68,22,602,0,0,2,1
30,60,14,592,0,0,2,1
23,52,27,620,0,0,2,1
1044,67,32,639,0,0,2,1
0,44,21,614,0,0,2,1
79060,66,23,650,0,0,2,1
3939,56,20,643,0,0,2,1
337,65,23,641,0,0,2,1
56,79,20,779,0,0,2,1
11,59,16,622,0,0,2,1
417,64,15,649,0,0,2,1
0,81,29,756,0,0,2,1
1507,62,25,600,0,0,2,1
11988,70,22,621,0,0,2,1
1114,52,19,735,0,0,2,1
8960,69,25,625,0,0,2,1
36,57,20,621,0,0,2,1
20450,45,12,638,0,0,2,1
440,57,16,631,0,0,2,1
17,66,29,623,0,0,2,1
113,56,19,686,0,0,2,1
240,59,24,619,0,0,2,1
43,58,23,603,0,0,2,1
6545,57,27,602,0,0,2,1
1033,55,21,614,0,0,2,1
0,59,16,599,0,0,2,1
0,63,20,663,0,0,2,1
296,62,24,598,0,0,2,1
299,54,16,637,0,0,2,1
461,56,17,684,0,0,2,1
23,42,21,609,0,0,2,1
7149,78,28,732,0,0,2,1
578,62,16,630,0,0,2,1
4204,59,17,654,0,0,2,1
3777,54,18,638,0,0,2,1
3253,63,27,652,0,0,2,1
1802,48,23,599,0,0,2,1
0,69,20,652,0,0,2,1
0,61,22,609,0,0,2,1
3859,81,23,807,0,0,2,1
141,64,24,638,0,0,2,1
58,63,26,593,0,0,2,1
153,62,22,671,0,0,2,1
465,57,29,673,0,0,2,1
1729,63,20,630,0,0,2,1
9007,66,20,722,0,0,2,1
1957,61,17,610,0,0,2,1
858,70,24,655,0,0,2,1
4089,60,12,572,0,0,2,1
765,70,27,669,0,0,2,1
0,65,20,610,0,0,2,1
1567,62,42,651,0,0,2,1
74,83,27,801,0,0,2,1
0,54,31,599,0,0,2,1
4446,158,30,1221,0,0,2,1
0,53,22,589,0,0,2,1
31,66,30,748,0,0,2,1
106,61,23,721,0,0,2,1
532,56,27,585,0,0,2,1
2,67,21,639,0,0,2,1
702,53,26,504,0,0,2,1
22,81,26,703,0,0,2,1
1,66,11,615,0,0,2,1
5,56,23,641,0,0,2,1
0,66,22,581,0,0,2,1
72,56,19,681,1,0,2,1
19907,64,19,594,0,0,2,1
5170,58,35,665,0,0,2,1
1538,72,25,564,0,0,2,1
640,77,21,581,0,0,2,1
1,60,19,606,0,0,2,1
790,60,28,579,0,0,2,1
12849,65,27,617,0,0,2,1
2304,66,25,731,0,0,2,1
2,69,24,645,0,0,2,1
509,63,32,603,0,0,2,1
1591,59,13,542,0,0,2,1
3466,57,13,568,0,0,2,1
2969,75,22,578,0,0,2,1
70,61,18,624,0,0,2,1
220,72,34,685,0,0,2,1
3504,56,19,599,0,0,2,1
0,45,26,596,0,0,2,1
1,54,26,629,0,0,2,1
30,52,18,608,0,0,2,1
5204,53,11,586,0,0,2,1
2458,63,31,507,0,0,2,1
0,54,24,672,0,0,2,1
240,54,17,558,0,0,2,1
4218,65,25,742,0,0,2,1
3,46,16,591,0,0,2,1
520,48,28,582,0,0,2,1
1576,58,15,616,0,0,2,1
113,61,23,635,0,0,2,1
439,60,18,625,0,0,2,1
104,61,16,688,0,0,2,1
140,80,23,589,0,0,2,1
766,56,21,550,0,0,2,1
10840,70,26,709,1,0,2,1
182,71,20,528,0,0,2,1
1665,58,19,583,0,0,2,1
950,107,33,1002,0,0,2,1
445,68,30,560,0,0,2,1
8510,54,24,592,0,0,2,1
101,37,23,559,0,0,2,1
1951,53,22,622,0,0,2,1
62,67,24,678,0,0,2,1
0,46,24,589,0,0,2,1
4442,60,27,566,0,0,2,1
362,58,26,559,0,0,2,1
2752,48,20,590,0,0,2,1
0,65,23,590,0,0,2,1
97,56,22,541,0,0,2,1
1196,55,27,617,0,0,2,1
0,75,21,592,0,0,2,1
18,50,23,556,0,0,2,1
14290,51,12,503,0,0,2,1
10325,45,22,509,0,0,2,1
0,45,27,702,0,0,2,1
4320,78,25,752,0,0,2,1
5,55,34,574,0,0,2,1
23,39,24,526,0,0,2,1
1554,65,26,550,0,0,2,1
665,44,20,562,0,0,2,1
0,60,23,577,0,0,2,1
4763,55,28,611,0,0,2,1
1956,65,25,639,0,0,2,1
6313,47,16,552,0,0,2,1
40,67,23,684,0,0,2,1
267,69,27,698,0,0,2,1
20518,59,20,618,0,0,2,1
6,41,15,558,0,0,2,1
482,56,20,734,0,0,2,1
3410,44,22,572,0,0,2,1
65,72,21,721,0,0,2,1
434,52,25,527,0,0,2,1
1403,59,24,656,0,0,2,1
61063,70,22,639,0,0,2,1
13261,57,27,565,0,0,2,1
12,55,22,511,0,0,2,1
47952,57,21,579,0,0,2,1
24,51,25,623,0,0,2,1
4106,65,23,640,0,0,2,1
194,56,26,496,0,0,2,1
14639,63,21,654,0,0,2,1
140,47,17,609,0,0,2,1
0,60,25,561,0,0,2,1
12999,68,18,606,0,0,2,1
315,64,24,721,0,0,2,1
36,69,26,587,0,0,2,1
670,61,27,782,0,0,2,1
144,96,38,827,0,0,2,1
18698,50,19,506,0,0,2,1
0,67,27,703,0,0,2,1
15831,67,19,624,0,0,2,1
13,56,26,611,0,0,2,1
1263,54,18,551,0,0,2,1
20,46,22,575,0,0,2,1
985,46,15,542,0,0,2,1
1517,66,27,653,0,0,2,1
267,38,16,515,0,0,2,1
5,42,12,535,0,0,2,1
0,64,25,626,0,0,2,1
31,66,22,637,0,0,2,1
9409,69,24,712,0,0,2,1
0,55,15,543,0,0,2,1
668,56,27,511,0,0,2,1
347,54,23,470,0,0,2,1
63,57,20,636,0,0,2,1
3687,59,24,582,0,0,2,1
0,62,20,537,0,0,2,1
4382,59,15,563,0,0,2,1
1130,52,23,548,0,0,2,1
576,44,7,442,0,0,2,1
29325,52,18,519,0,0,2,1
7617,62,17,610,0,0,2,1
10812,55,19,527,0,0,2,1
15676,69,20,600,0,0,2,1
2442,71,16,672,0,0,2,1
8,48,23,543,0,0,2,1
2,48,22,500,0,0,2,1
7609,53,18,524,0,0,2,1
484,57,19,593,0,0,2,1
162,47,18,515,0,0,2,1
0,67,30,579,0,0,2,1
353,67,24,736,0,0,2,1
428,47,27,534,0,0,2,1
4632,39,21,523,0,0,2,1
0,60,21,555,0,0,2,1
420,52,21,527,0,0,2,1
3111,51,24,544,0,0,2,1
682,53,17,452,0,0,2,1
3411,65,17,607,0,0,2,1
137,43,21,535,0,0,2,1
0,48,22,568,0,0,2,1
18,43,17,523,0,0,2,1
4424,61,20,537,0,0,2,1
1407,53,20,518,0,0,2,1
8387,46,16,529,0,0,2,1
23428,42,21,534,0,0,2,1
567,45,25,513,0,0,2,1
3503,52,15,543,0,0,2,1
17,63,20,572,0,0,2,1
8,51,25,508,0,0,2,1
12534,52,28,540,0,0,2,1
1,56,25,527,0,0,2,1
911,53,19,566,0,0,2,1
27339,64,19,556,0,0,2,1
860,40,22,527,0,0,2,1
16,58,20,524,0,0,2,1
49,48,27,536,0,0,2,1
20,57,18,513,0,0,2,1
1422,45,23,529,0,0,2,1
22,56,11,554,0,0,2,1
420,39,15,546,0,0,2,1
0,53,22,544,0,0,2,1
8929,63,22,575,0,0,2,1
1299,52,19,495,0,0,2,1
22,40,20,548,0,0,2,1
1490,39,22,595,0,0,2,1
5,57,22,623,0,0,2,1
39882,60,15,540,0,0,2,1
134,47,23,520,0,0,2,1
2144,61,37,726,0,0,2,1
758,57,23,528,0,0,2,1
244,56,24,507,0,0,2,1
1073,42,15,512,0,0,2,1
566,51,22,547,0,0,2,1
28714,47,18,503,0,0,2,1
0,40,22,468,0,0,2,1
0,61,17,520,3,0,2,1
3069,64,23,603,0,0,2,1
140,58,24,706,0,0,2,1
9,54,23,512,0,0,2,1
5193,41,18,538,0,0,2,1
2027,54,13,504,0,0,2,1
1448,46,17,506,0,0,2,1
1314,49,16,559,0,0,2,1
139256,52,31,583,0,0,2,1
46,44,21,557,0,0,2,1
10808,58,26,648,0,0,2,1
15550,62,23,549,0,0,2,1
393,45,20,515,0,0,2,1
12,51,20,518,0,0,2,1
7986,58,21,551,0,0,2,1
18136,44,26,501,0,0,2,1
12010,55,15,498,0,0,2,1
621,40,20,511,0,0,2,1
3888,44,25,593,0,0,2,1
6605,49,28,506,0,0,2,1
2195,51,18,535,0,0,2,1
1021,67,27,616,0,0,2,1
415,44,19,547,0,0,2,1
252,42,26,532,0,0,2,1
4711,52,15,565,0,0,2,1
1213,55,25,526,0,0,2,1
726,43,33,651,0,0,2,1
347,52,18,508,0,0,2,1
414,62,16,561,0,0,2,1
410,37,16,445,0,0,2,1
8757,50,13,547,0,0,2,1
42,46,35,519,0,0,2,1
532,44,19,404,0,0,2,1
49,56,24,483,0,0,2,1
15,48,19,427,0,0,2,1
35015,39,14,432,0,0,2,1
0,44,31,628,0,0,2,1
234,69,18,627,0,0,2,1
12541,60,28,625,0,0,2,1
16442,49,22,581,0,0,2,1
170,65,19,617,0,0,2,1
729,67,15,593,0,0,2,1
49,0,0,0,0,0,2,1
17425,59,28,615,0,0,2,1
5521,64,22,624,0,0,2,1
9411,54,27,773,0,0,2,1
3483,65,26,619,0,0,2,1
822,63,21,782,0,0,2,1
34314,65,17,650,0,0,2,1
577,65,23,838,0,0,2,1
938,52,16,573,0,0,2,1
938,71,23,666,0,0,2,1
526,70,23,603,0,0,2,1
3379,60,23,738,0,0,2,1
3485,62,20,730,0,0,2,1
